0.010101,0.980198,0.393934
0.020202,0.961165,0.469432
0.030303,0.942857,0.534940
0.040404,0.925234,0.591793
0.050505,0.908257,0.633287
0.060606,0.891892,0.661673
0.070707,0.876106,0.691116
0.080808,0.860870,0.711365
0.090909,0.846154,0.725129
0.101010,0.831933,0.736165
0.111111,0.818182,0.743237
0.121212,0.804878,0.752082
0.131313,0.792000,0.753845
0.141414,0.779528,0.754900
0.151515,0.767442,0.755129
0.161616,0.755725,0.755976
0.171717,0.744361,0.751106
0.181818,0.733333,0.747480
0.191919,0.722628,0.742291
0.202020,0.712230,0.745657
0.212121,0.702128,0.742410
0.222222,0.692308,0.739462
0.232323,0.682759,0.739592
0.242424,0.673469,0.730986
0.252525,0.664430,0.722908
0.262626,0.655629,0.719054
0.272727,0.647059,0.714701
0.282828,0.638710,0.706195
0.292929,0.630573,0.702799
0.303030,0.622642,0.700797
0.313131,0.614907,0.694781
0.323232,0.607362,0.687022
0.333333,0.600000,0.675229
0.343434,0.592814,0.669313
0.353535,0.585799,0.663088
0.363636,0.578947,0.654631
0.373737,0.572254,0.645767
0.383838,0.565714,0.635319
0.393939,0.559322,0.630538
0.404040,0.553073,0.620488
0.414141,0.546961,0.608098
0.424242,0.540984,0.602719
0.434343,0.535135,0.589084
0.444444,0.529412,0.579024
0.454545,0.523810,0.572739
0.464646,0.518325,0.567430
0.474747,0.512953,0.553526
0.484848,0.507692,0.536185
0.494949,0.502538,0.519432
0.505051,0.502538,0.503865
0.515152,0.507692,0.483207
0.525253,0.512953,0.465378
0.535354,0.518325,0.452042
0.545455,0.523810,0.435807
0.555556,0.529412,0.426604
0.565657,0.535135,0.414213
0.575758,0.540984,0.407829
0.585859,0.546961,0.395378
0.595960,0.553073,0.386295
0.606061,0.559322,0.376464
0.616162,0.565714,0.366653
0.626263,0.572254,0.357390
0.636364,0.578947,0.350289
0.646465,0.585799,0.337679
0.656566,0.592814,0.332490
0.666667,0.600000,0.323287
0.676768,0.607362,0.320428
0.686869,0.614907,0.311504
0.696970,0.622642,0.306783
0.707071,0.630573,0.301693
0.717172,0.638710,0.294930
0.727273,0.647059,0.285060
0.737374,0.655629,0.281404
0.747475,0.664430,0.276703
0.757576,0.673469,0.269183
0.767677,0.682759,0.263406
0.777778,0.692308,0.259442
0.787879,0.702128,0.255837
0.797980,0.712230,0.249661
0.808081,0.722628,0.241643
0.818182,0.733333,0.236056
0.828283,0.744361,0.231365
0.838384,0.755725,0.225687
0.848485,0.767442,0.222878
0.858586,0.779528,0.218187
0.868687,0.792000,0.214173
0.878788,0.804878,0.211096
0.888889,0.818182,0.205627
0.898990,0.831933,0.201873
0.909091,0.846154,0.197649
0.919192,0.860870,0.193845
0.929293,0.876106,0.187590
0.939394,0.891892,0.186355
0.949495,0.908257,0.180369
0.959596,0.925234,0.176265
0.969697,0.942857,0.174592
0.979798,0.961165,0.170797
0.989899,0.980198,0.179074
