0.003344,1.000000,0.642650
0.006689,1.000000,0.612729
0.010033,1.000000,0.599109
0.013378,1.000000,0.588402
0.016722,1.000000,0.581997
0.020067,1.000000,0.576930
0.023411,1.000000,0.571702
0.026756,1.000000,0.568538
0.030100,1.000000,0.566482
0.033445,1.000000,0.563746
0.036789,1.000000,0.562053
0.040134,1.000000,0.561652
0.043478,1.000000,0.559905
0.046823,1.000000,0.554710
0.050167,1.000000,0.550304
0.053512,1.000000,0.550759
0.056856,1.000000,0.549289
0.060201,1.000000,0.549963
0.063545,1.000000,0.547294
0.066890,1.000000,0.546782
0.070234,1.000000,0.542802
0.073579,1.000000,0.544476
0.076923,1.000000,0.544261
0.080268,1.000000,0.545038
0.083612,1.000000,0.542664
0.086957,1.000000,0.541479
0.090301,1.000000,0.541599
0.093645,1.000000,0.542642
0.096990,1.000000,0.540384
0.100334,1.000000,0.541833
0.103679,1.000000,0.539217
0.107023,1.000000,0.538500
0.110368,1.000000,0.537021
0.113712,1.000000,0.535422
0.117057,1.000000,0.533796
0.120401,1.000000,0.532343
0.123746,1.000000,0.533139
0.127090,1.000000,0.532472
0.130435,1.000000,0.534219
0.133779,1.000000,0.534737
0.137124,1.000000,0.534870
0.140468,1.000000,0.532688
0.143813,1.000000,0.530650
0.147157,1.000000,0.526702
0.150502,1.000000,0.526648
0.153846,1.000000,0.526534
0.157191,1.000000,0.525303
0.160535,1.000000,0.528507
0.163880,1.000000,0.528850
0.167224,1.000000,0.527671
0.170569,1.000000,0.528229
0.173913,1.000000,0.527575
0.177258,1.000000,0.524915
0.180602,1.000000,0.523259
0.183946,1.000000,0.523193
0.187291,1.000000,0.521849
0.190635,1.000000,0.520672
0.193980,1.000000,0.520543
0.197324,1.000000,0.519837
0.200669,1.000000,0.520243
0.204013,1.000000,0.519678
0.207358,1.000000,0.518721
0.210702,1.000000,0.519529
0.214047,1.000000,0.519407
0.217391,1.000000,0.517133
0.220736,1.000000,0.517931
0.224080,1.000000,0.519979
0.227425,1.000000,0.517485
0.230769,1.000000,0.513993
0.234114,1.000000,0.511669
0.237458,1.000000,0.511748
0.240803,1.000000,0.511000
0.244147,1.000000,0.511525
0.247492,1.000000,0.512009
0.250836,1.000000,0.509682
0.254181,1.000000,0.512790
0.257525,1.000000,0.509588
0.260870,1.000000,0.511439
0.264214,1.000000,0.513110
0.267559,1.000000,0.511584
0.270903,1.000000,0.512203
0.274247,1.000000,0.511424
0.277592,1.000000,0.510821
0.280936,1.000000,0.510970
0.284281,1.000000,0.507805
0.287625,1.000000,0.507888
0.290970,1.000000,0.510525
0.294314,1.000000,0.510282
0.297659,1.000000,0.511099
0.301003,1.000000,0.508973
0.304348,1.000000,0.508846
0.307692,1.000000,0.510667
0.311037,1.000000,0.504280
0.314381,1.000000,0.505257
0.317726,1.000000,0.506658
0.321070,1.000000,0.505510
0.324415,1.000000,0.507149
0.327759,1.000000,0.503513
0.331104,1.000000,0.506120
0.334448,1.000000,0.502260
0.337793,1.000000,0.500858
0.341137,1.000000,0.498404
0.344482,1.000000,0.497726
0.347826,1.000000,0.496558
0.351171,1.000000,0.498399
0.354515,1.000000,0.497505
0.357860,1.000000,0.496380
0.361204,1.000000,0.499083
0.364548,1.000000,0.496727
0.367893,1.000000,0.495416
0.371237,1.000000,0.498937
0.374582,1.000000,0.497845
0.377926,1.000000,0.495200
0.381271,1.000000,0.493653
0.384615,1.000000,0.496246
0.387960,1.000000,0.498261
0.391304,1.000000,0.497340
0.394649,1.000000,0.499649
0.397993,1.000000,0.499002
0.401338,1.000000,0.501371
0.404682,1.000000,0.501372
0.408027,1.000000,0.499367
0.411371,1.000000,0.500387
0.414716,1.000000,0.500131
0.418060,1.000000,0.501026
0.421405,1.000000,0.503259
0.424749,1.000000,0.503209
0.428094,1.000000,0.502331
0.431438,1.000000,0.501438
0.434783,1.000000,0.501534
0.438127,1.000000,0.500618
0.441472,1.000000,0.500095
0.444816,1.000000,0.499704
0.448161,1.000000,0.499164
0.451505,1.000000,0.500177
0.454849,1.000000,0.503310
0.458194,1.000000,0.505427
0.461538,1.000000,0.504860
0.464883,1.000000,0.505034
0.468227,1.000000,0.505286
0.471572,1.000000,0.505608
0.474916,1.000000,0.501691
0.478261,1.000000,0.499925
0.481605,1.000000,0.500780
0.484950,1.000000,0.501035
0.488294,1.000000,0.501125
0.491639,1.000000,0.500279
0.494983,1.000000,0.499346
0.498328,1.000000,0.498710
0.501672,1.000000,0.499786
0.505017,1.000000,0.503618
0.508361,1.000000,0.503752
0.511706,1.000000,0.503037
0.515050,1.000000,0.503259
0.518395,1.000000,0.504879
0.521739,1.000000,0.506907
0.525084,1.000000,0.505209
0.528428,1.000000,0.504064
0.531773,1.000000,0.502525
0.535117,1.000000,0.503109
0.538462,1.000000,0.504187
0.541806,1.000000,0.503023
0.545151,1.000000,0.502028
0.548495,1.000000,0.501791
0.551839,1.000000,0.500189
0.555184,1.000000,0.500452
0.558528,1.000000,0.501130
0.561873,1.000000,0.498951
0.565217,1.000000,0.498777
0.568562,1.000000,0.496941
0.571906,1.000000,0.495628
0.575251,1.000000,0.497394
0.578595,1.000000,0.495067
0.581940,1.000000,0.493104
0.585284,1.000000,0.492302
0.588629,1.000000,0.492733
0.591973,1.000000,0.493283
0.595318,1.000000,0.492014
0.598662,1.000000,0.492321
0.602007,1.000000,0.494314
0.605351,1.000000,0.493315
0.608696,1.000000,0.492258
0.612040,1.000000,0.492050
0.615385,1.000000,0.490421
0.618729,1.000000,0.489321
0.622074,1.000000,0.490591
0.625418,1.000000,0.492575
0.628763,1.000000,0.494067
0.632107,1.000000,0.492453
0.635452,1.000000,0.490544
0.638796,1.000000,0.489225
0.642140,1.000000,0.490644
0.645485,1.000000,0.490198
0.648829,1.000000,0.492757
0.652174,1.000000,0.491200
0.655518,1.000000,0.491217
0.658863,1.000000,0.490771
0.662207,1.000000,0.491586
0.665552,1.000000,0.492078
0.668896,1.000000,0.492546
0.672241,1.000000,0.492831
0.675585,1.000000,0.493940
0.678930,1.000000,0.493335
0.682274,1.000000,0.494770
0.685619,1.000000,0.495374
0.688963,1.000000,0.493550
0.692308,1.000000,0.491332
0.695652,1.000000,0.491477
0.698997,1.000000,0.488375
0.702341,1.000000,0.487535
0.705686,1.000000,0.489468
0.709030,1.000000,0.487934
0.712375,1.000000,0.488264
0.715719,1.000000,0.483642
0.719064,1.000000,0.483808
0.722408,1.000000,0.485826
0.725753,1.000000,0.484160
0.729097,1.000000,0.484384
0.732441,1.000000,0.484140
0.735786,1.000000,0.488693
0.739130,1.000000,0.487452
0.742475,1.000000,0.485523
0.745819,1.000000,0.485975
0.749164,1.000000,0.487133
0.752508,1.000000,0.486679
0.755853,1.000000,0.486109
0.759197,1.000000,0.485969
0.762542,1.000000,0.485039
0.765886,1.000000,0.484054
0.769231,1.000000,0.482318
0.772575,1.000000,0.481307
0.775920,1.000000,0.480714
0.779264,1.000000,0.482348
0.782609,1.000000,0.481341
0.785953,1.000000,0.481345
0.789298,1.000000,0.479581
0.792642,1.000000,0.479854
0.795987,1.000000,0.480982
0.799331,1.000000,0.479609
0.802676,1.000000,0.480504
0.806020,1.000000,0.479859
0.809365,1.000000,0.479849
0.812709,1.000000,0.479853
0.816054,1.000000,0.478990
0.819398,1.000000,0.475935
0.822742,1.000000,0.478169
0.826087,1.000000,0.479358
0.829431,1.000000,0.477901
0.832776,1.000000,0.475715
0.836120,1.000000,0.477457
0.839465,1.000000,0.477569
0.842809,1.000000,0.478082
0.846154,1.000000,0.477386
0.849498,1.000000,0.478099
0.852843,1.000000,0.480895
0.856187,1.000000,0.478936
